Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Marital status_encoded,Application mode_encoded,Target_encoded,Application order_encoded,Previous qualification_encoded,Nationality_encoded,Mother's qualification_encoded,Father's qualification_encoded,Mother's occupation_encoded,Father's occupation_encoded,Course_encoded,Curricular units 1st sem (credited)_encoded,Curricular units 1st sem (enrolled)_encoded,Curricular units 1st sem (evaluations)_encoded,Curricular units 1st sem (approved)_encoded,Curricular units 1st sem (without evaluations)_encoded,Curricular units 2nd sem (credited)_encoded,Curricular units 2nd sem (enrolled)_encoded,Curricular units 2nd sem (evaluations)_encoded,Curricular units 2nd sem (approved)_encoded,Curricular units 2nd sem (without evaluations)_encoded,Age at enrollment_encoded,Previous qualification (grade)_encoded,Admission grade_encoded,Unemployment rate_encoded,Inflation rate_encoded,GDP_encoded,Curricular units 1st sem (grade)_encoded,Curricular units 2nd sem (grade)_encoded,Total curricular units (credited),Total curricular units (enrolled),Total curricular units (evaluations),Total curricular units (approved),Average curricular units grade,Total curricular units (without evaluations),Average curricular units grade_encoded
1,17,3,9254,1,1,114.0,26,38,3,9,3,127.3,1,0,1,0,0,0,20,1,0,6,14,3,12.33,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout,0,7,0,3,0,11,22,2,9,3,10,0,6,14,3,0,0,6,16,0,0,-0.4303628237699172,-1.4115066422356652,0.0222287679793722,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.3487736841441168,-1.963483646581465,0,12,30,3,6.165,0,-0.8863695602947181
1,1,3,9500,1,1,139.0,1,3,1,4,1,126.0,1,0,0,1,1,0,18,0,0,8,15,5,12.29,1,0,8,15,5,12.29,1,10.8,1.4,1.74,Dropout,0,0,0,3,0,0,2,0,4,1,11,0,8,15,5,1,0,8,15,5,1,-0.6939730878554988,0.4843226841650466,-0.0675479808991193,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.3405145431856093,0.3953374169277248,0,16,30,10,12.29,2,0.384906056623154
1,43,2,8014,0,3,130.0,1,34,34,0,0,130.0,0,0,0,1,1,0,31,0,8,12,21,12,12.33,0,6,10,13,7,13.29,2,7.6,2.6,0.32,Graduate,0,13,2,2,2,0,18,23,0,0,2,8,12,21,12,0,6,10,13,7,2,1.0194936287007816,-0.1981758733392096,0.2086881694962399,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.3487736841441168,0.5872675278723294,14,22,34,19,12.809999999999999,2,0.4928347620594468
1,1,2,9147,1,1,131.0,1,1,1,9,9,118.8,0,0,0,1,1,1,18,0,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate,0,0,2,2,0,0,0,0,9,9,8,0,5,9,4,0,0,5,5,5,0,-0.6939730878554988,-0.1223427002831811,-0.5647730516107663,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.1773965092550903,0.4932217735094735,0,10,14,9,12.15,0,0.35584832823646007
1,43,2,9670,1,1,130.0,1,19,1,4,4,127.6,1,0,0,1,1,0,22,0,4,6,6,6,11.83,0,0,6,11,4,11.14,0,10.8,1.4,1.74,Dropout,0,13,0,2,0,0,12,0,4,4,13,4,6,6,6,0,0,6,11,4,0,-0.1667525596843355,-0.1981758733392096,0.0429464792590239,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.2455344221627755,0.1746177893414299,4,12,17,10,11.485,0,0.2178241183996623
1,51,1,9147,1,19,133.1,1,19,19,9,5,112.1,0,0,1,0,1,0,38,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0,15,0,1,11,0,12,13,9,5,8,0,5,5,0,0,0,5,5,0,0,1.9421295530003173,0.0369069631344782,-1.0274686035229934,-1.0009723271182625,0.1243864731841758,1.545606837207885,-2.1971065163157584,-1.963483646581465,0,10,10,0,0.0,0,-2.165947385323075
1,43,1,9991,0,3,130.0,1,3,1,2,9,130.0,0,0,0,1,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0,13,0,1,2,0,2,0,2,9,16,0,5,5,0,0,0,5,5,0,0,1.2831038927863632,-0.1981758733392096,0.2086881694962399,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-2.1971065163157584,-1.963483646581465,0,10,10,0,0.0,0,-2.165947385323075
1,1,3,9119,1,1,117.0,1,1,1,3,5,111.1,0,0,0,1,1,1,19,0,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,Enrolled,0,0,1,3,0,0,0,0,3,5,6,0,5,10,5,0,0,5,12,3,0,-0.562167955812708,-1.1840071230675795,-1.0965276411218332,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.2393400664438952,0.2437126292814874,0,10,22,8,11.65,0,0.25207072685540927
1,17,1,9670,1,1,127.0,1,3,3,1,1,121.4,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0,7,0,1,0,0,2,2,1,1,13,0,6,0,0,0,0,6,0,0,0,-0.6939730878554988,-0.425675392507295,-0.3852195538537822,1.476924272807967,1.1370048489905784,-1.7896667428492534,-2.1971065163157584,-1.963483646581465,0,12,0,0,0.0,0,-2.165947385323075
1,1,5,9119,1,1,131.0,1,1,19,4,7,126.8,0,0,0,0,1,1,18,0,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,Enrolled,0,0,1,5,0,0,0,13,4,7,6,0,5,6,5,0,0,5,8,4,0,-0.6939730878554988,-0.1223427002831811,-0.0123007508200476,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.3219314760289679,0.3396776847537897,0,10,14,9,12.1,0,0.34547056809835486
1,51,1,9991,0,1,134.0,1,1,1,5,3,120.6,1,0,0,1,1,0,27,0,2,6,6,6,12.33,0,0,5,5,5,13.0,0,11.1,0.6,2.02,Graduate,0,15,2,1,0,0,0,0,5,3,16,2,6,6,6,0,0,5,5,5,0,0.4922731005296184,0.1051568188849042,-0.4404667839328548,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.3487736841441168,0.5316077956983942,2,11,11,11,12.665,0,0.46273925765894214
1,39,1,9254,1,1,130.0,1,37,37,9,9,126.5,0,0,0,1,1,0,26,0,0,6,7,6,12.43,0,0,6,6,6,12.83,0,7.6,2.6,0.32,Graduate,0,11,2,1,0,0,21,26,9,9,10,0,6,7,6,0,0,6,6,6,0,0.3604679684868276,-0.1981758733392096,-0.0330184620996994,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.369421536540385,0.4989796768378114,0,12,13,12,12.629999999999999,0,0.45547482556226854
1,1,6,9500,1,1,127.0,1,1,19,3,3,120.2,1,0,0,1,0,1,19,0,0,7,7,7,12.77,0,0,8,9,8,13.54,0,12.4,0.5,1.79,Graduate,0,0,2,6,0,0,0,13,3,3,11,0,7,7,7,0,0,8,9,8,0,-0.562167955812708,-0.425675392507295,-0.4680903989723902,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.439624234687697,0.6352500556084806,0,15,16,15,13.155,0,0.5644413070123719
2,51,1,9500,1,1,130.0,1,37,37,5,5,120.0,0,0,0,1,1,0,44,0,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,Dropout,1,15,0,1,0,0,21,26,5,5,11,0,7,11,5,0,0,7,10,5,0,2.732960345257062,-0.1981758733392096,-0.4819022064921583,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.3012836236326998,0.4548357513205524,0,14,21,10,12.35,0,0.39735936878888023
1,1,2,9147,1,1,142.0,1,37,38,9,9,137.5,1,0,0,1,1,0,19,0,0,5,10,5,12.0,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,Graduate,0,0,2,2,0,0,21,27,9,9,8,0,5,10,5,0,0,5,9,5,0,-0.562167955812708,0.7118222033331321,0.7266309514875386,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.2806357712364316,0.2437126292814874,0,10,19,10,11.75,0,0.27282624713161935
1,18,1,9070,1,1,117.0,1,1,37,4,7,127.9,1,0,0,1,1,0,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,8,0,1,0,0,0,26,4,7,4,0,6,6,0,0,0,6,6,0,0,-0.4303628237699172,-1.1840071230675795,0.0636641905386767,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,-2.1971065163157584,-1.963483646581465,0,12,12,0,0.0,0,-2.165947385323075
1,39,1,9003,1,19,133.1,1,19,37,1,1,140.0,0,0,1,1,1,0,24,0,0,6,10,6,14.89,0,0,6,11,6,13.73,0,16.2,0.3,-0.92,Enrolled,0,11,1,1,11,0,12,26,1,1,3,0,6,10,6,0,0,6,11,6,0,0.096857704401246,0.0369069631344782,0.8992785454846383,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.8773587054885842,0.6717167766879556,0,12,21,12,14.31,0,0.8041675662025995
4,43,1,9991,0,1,164.0,1,37,37,6,6,131.8,0,0,0,1,0,0,31,0,7,14,19,13,11.36,0,9,14,14,13,12.0,1,9.4,-0.8,-3.12,Graduate,3,13,2,1,0,0,21,26,6,6,16,7,14,19,13,0,9,14,14,13,1,1.0194936287007816,2.3801520105657583,0.3329944371741524,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.1484895159003146,0.3396776847537897,16,28,33,26,11.68,1,0.25829738293827215
1,43,1,9070,1,1,130.0,1,37,37,9,9,129.0,1,0,0,1,0,0,25,0,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate,0,13,2,1,0,0,21,26,9,9,4,0,6,6,6,0,0,6,6,6,0,0.2286628364440368,-0.1981758733392096,0.1396291318974001,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.5903535571804553,0.4356427402260919,0,12,12,12,13.0,0,0.5322702505842464
1,17,4,9773,1,1,127.0,1,2,37,9,9,115.8,1,0,1,0,0,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,0,7,0,4,0,0,1,26,9,9,14,0,6,6,0,0,0,6,0,0,0,-0.562167955812708,-0.425675392507295,-0.7719501644072858,-1.0009723271182625,0.1243864731841758,1.545606837207885,-2.1971065163157584,-1.963483646581465,0,12,6,0,0.0,0,-2.165947385323075
1,17,3,9500,1,1,140.0,1,3,2,3,3,126.4,1,0,0,1,0,0,18,0,0,7,7,7,13.88,0,0,8,9,8,14.75,0,11.1,0.6,2.02,Dropout,0,7,0,3,0,0,2,1,3,3,11,0,7,7,7,0,0,8,9,8,0,-0.6939730878554988,0.5601558572210751,-0.039924365859583,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.6688153962862748,0.8674854898514521,0,15,16,15,14.315000000000001,0,0.8052053422164103
1,43,1,9085,1,1,130.0,1,19,38,4,9,130.0,1,0,0,0,0,0,19,0,0,6,12,5,13.0,0,0,6,12,3,11.67,0,13.9,-0.3,0.79,Enrolled,0,13,1,1,0,0,12,27,4,9,5,0,6,12,5,0,0,6,12,3,0,-0.562167955812708,-0.1981758733392096,0.2086881694962399,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.4871142951991141,0.2763407481420702,0,12,24,8,12.335,0,0.39424604074744896
1,1,3,9500,1,1,122.0,1,3,1,4,3,114.8,1,0,0,1,0,1,19,0,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,Enrolled,0,0,1,3,0,0,2,0,4,3,11,0,7,11,4,0,0,7,9,5,0,-0.562167955812708,-0.8048412577874374,-0.8410092020061256,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.4148468118121753,0.1669405849036455,0,14,20,9,11.875,0,0.29877064747688203
1,17,1,9147,1,1,162.0,1,1,38,4,5,138.6,1,0,0,1,0,0,19,0,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Enrolled,0,7,1,1,0,0,0,27,4,5,8,0,5,10,1,0,0,5,13,0,0,-0.562167955812708,2.228485664453701,0.8025958928462621,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.074157247273749,-1.963483646581465,0,10,23,1,5.5,0,-1.0243937701315158
1,39,1,9670,1,1,133.1,1,1,1,4,4,112.9,0,0,0,1,0,0,24,0,0,6,12,2,11.67,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,Dropout,0,11,0,1,0,0,0,0,4,4,13,0,6,12,2,0,0,6,20,2,6,0.096857704401246,0.0369069631344782,-0.9722213734439208,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.2124978583287463,0.0517825183368829,0,12,32,4,11.085,6,0.13480203729482193
1,1,1,9238,1,1,120.0,1,3,3,3,3,111.6,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,6,6,12.67,0,12.4,0.5,1.79,Graduate,0,0,2,1,0,0,2,2,3,3,9,0,6,6,6,0,0,6,6,6,0,-0.4303628237699172,-0.9565076038994944,-1.0619981223224133,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.7968320811431379,0.4682708590866747,0,12,12,12,13.585,0,0.653690044200076
1,17,1,9254,1,1,160.0,1,19,37,5,3,152.0,0,0,0,1,0,0,18,0,0,6,7,6,14.71,0,0,6,7,6,14.17,0,12.7,3.7,-1.7,Graduate,0,7,2,1,0,0,12,26,5,3,10,0,6,7,6,0,0,6,7,6,0,-0.6939730878554988,2.076819318341645,1.7279869966707162,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.8401925711753013,0.7561660255035816,0,12,14,12,14.440000000000001,0,0.831149742561673
1,1,1,9238,1,1,141.0,1,38,1,5,7,132.6,0,0,0,1,0,1,18,0,0,6,7,6,13.29,0,0,6,6,6,14.33,0,12.4,0.5,1.79,Graduate,0,0,2,1,0,0,22,0,5,7,9,0,6,7,6,0,0,6,6,6,0,-0.6939730878554988,0.6359890302771035,0.3882416672532231,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.5469930671482919,0.7868748432547182,0,12,13,12,13.809999999999999,0,0.7003899648215484
1,17,1,9085,1,1,125.0,1,1,38,4,9,118.4,1,0,0,1,0,0,21,0,0,5,13,3,11.33,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled,0,7,1,1,0,0,0,27,4,9,5,0,5,13,3,2,0,5,12,2,1,-0.2985576917271264,-0.577341738619352,-0.5923966666503017,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.1422951601814343,0.0517825183368829,0,10,25,5,10.915,3,0.09951765282526431
1,7,1,9500,1,3,120.0,1,37,37,4,5,120.0,0,0,1,0,0,0,28,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,Dropout,0,3,0,1,2,0,21,26,4,5,11,0,7,7,0,7,0,7,7,0,7,0.6240782325724092,-0.9565076038994944,-0.4819022064921583,0.8762220667652447,-1.1052215545807416,0.347199421388147,-2.1971065163157584,-1.963483646581465,0,14,14,0,0.0,14,-2.165947385323075
1,1,1,9147,1,1,128.0,1,38,37,5,6,122.1,0,0,0,1,0,1,18,0,0,5,11,4,11.57,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,Enrolled,0,0,1,1,0,0,22,26,5,6,8,0,5,11,4,0,0,5,9,5,0,-0.6939730878554988,-0.3498422194512666,-0.336878227534595,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.1918500059324781,0.3396776847537897,0,10,20,9,11.785,0,0.28009067922829295
1,1,1,9853,1,1,162.0,1,37,19,9,8,142.8,0,0,1,1,0,0,18,0,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,Dropout,0,0,0,1,0,0,21,13,9,8,15,0,6,10,5,0,0,6,10,4,0,-0.6939730878554988,2.228485664453701,1.0926438507613905,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.4871142951991141,0.2437126292814874,0,12,20,9,12.25,0,0.37660384851267015
1,1,1,9238,1,1,130.0,1,1,1,4,4,124.8,0,0,0,1,0,1,18,0,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,Graduate,0,0,2,1,0,0,0,0,4,4,9,0,6,9,6,0,0,6,11,5,0,-0.6939730878554988,-0.1981758733392096,-0.1504188260177273,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.1773965092550903,0.7235379066429988,0,12,20,11,12.75,0,0.48038144989372095
1,17,2,9147,1,1,134.0,1,37,19,9,8,126.3,1,0,0,1,0,1,18,0,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,Graduate,0,7,2,2,0,0,21,13,9,8,8,0,5,8,5,0,0,5,10,5,3,-0.6939730878554988,0.1051568188849042,-0.0468302696194676,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.2393400664438952,0.2629056403759478,0,10,18,10,11.7,3,0.26244848699351414
1,1,1,9147,1,1,133.1,1,19,19,9,9,119.0,1,0,0,0,0,1,19,0,0,5,7,3,10.67,0,0,5,10,3,12.29,0,10.8,1.4,1.74,Dropout,0,0,0,1,0,0,12,13,9,9,8,0,5,7,3,0,0,5,10,3,0,-0.562167955812708,0.0369069631344782,-0.5509612440909982,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.0060193343660638,0.3953374169277248,0,10,17,6,11.48,0,0.21678634238585198
1,17,1,9500,1,1,137.0,1,19,38,3,9,124.9,0,0,0,1,0,1,19,0,0,7,11,6,13.89,0,0,8,9,8,14.86,0,15.5,2.8,-4.06,Graduate,0,7,2,1,0,0,12,27,3,9,11,0,7,11,6,0,0,8,9,8,0,-0.562167955812708,0.3326563380529896,-0.1435129222578428,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.6708801815259017,0.8885978020553585,0,15,20,14,14.375,0,0.8176586543821361
1,1,1,9238,1,1,133.1,1,38,38,191,192,118.0,0,0,1,1,0,1,20,0,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,Graduate,0,0,2,1,0,0,22,27,28,42,9,0,6,7,5,0,0,6,9,6,0,-0.4303628237699172,0.0369069631344782,-0.620020281689838,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.1567486568588221,0.2437126292814874,0,12,16,11,11.45,0,0.2105596863029887
2,43,1,8014,0,1,110.0,1,37,19,9,3,100.0,0,0,0,1,0,0,34,0,9,11,17,9,12.33,0,3,7,12,7,12.14,0,9.4,-0.8,-3.12,Graduate,1,13,2,1,0,0,21,13,9,3,2,9,11,17,9,0,3,7,12,7,0,1.414909024829154,-1.714839334459779,-1.863082958468955,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.3487736841441168,0.3665479002860344,12,18,29,16,12.235,0,0.3734905204712385
2,39,1,9500,1,1,133.1,1,37,37,9,9,109.0,1,0,0,1,0,0,39,0,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,Enrolled,1,11,1,1,0,0,21,26,9,9,11,0,7,8,5,0,0,7,8,5,0,2.073934685043108,0.0369069631344782,-1.2415516200793966,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.3136723350704608,0.3703865025049264,0,14,16,10,12.16,0,0.35792388026408106
1,17,3,9500,1,1,133.0,1,3,19,2,5,130.8,1,0,0,1,0,0,19,0,0,8,8,8,13.43,0,0,8,8,8,13.43,0,9.4,-0.8,-3.12,Graduate,0,7,2,3,0,0,2,13,2,5,11,0,8,8,8,0,0,8,8,8,0,-0.562167955812708,0.0293236458288757,0.2639353995753126,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.5759000605030675,0.6141377434045742,0,16,16,16,13.43,0,0.62151898777195
1,39,1,9070,1,1,130.0,1,1,19,4,4,110.0,1,0,0,1,0,0,24,0,0,6,6,6,15.17,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,Graduate,0,11,2,1,0,0,0,13,4,4,4,0,6,6,6,0,0,6,6,2,0,0.096857704401246,-0.1981758733392096,-1.1724925824805563,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.9351726921981351,1.0114330730599057,0,12,12,8,15.335,0,1.0169116490337538
1,10,1,9773,1,1,151.0,22,38,37,0,5,151.0,1,0,0,1,0,0,18,1,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,4,0,1,0,8,22,26,0,5,14,0,6,12,0,1,0,6,0,0,0,-0.6939730878554988,1.3943207608373882,1.6589279590718764,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,-2.1971065163157584,-1.963483646581465,0,12,12,0,0.0,1,-2.165947385323075
1,17,1,9130,1,1,125.0,1,19,19,3,10,131.0,1,0,0,1,1,0,19,0,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,0,7,0,1,0,0,12,13,3,10,7,0,5,11,2,2,0,5,9,0,3,-0.562167955812708,-0.577341738619352,0.2777472070950798,-0.2876384574425296,0.1243864731841758,0.7657608350016585,-0.0290820147075921,-1.963483646581465,0,10,20,2,5.25,5,-1.0762825708220412
1,1,1,9147,1,1,158.0,1,1,38,3,6,155.2,0,0,0,1,1,1,18,0,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,Graduate,0,0,2,1,0,0,0,27,3,6,8,0,5,5,5,0,0,5,8,3,0,-0.6939730878554988,1.9251529722295877,1.948975916987003,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.2393400664438952,0.1477475738091851,0,10,13,8,11.4,0,0.20018192616488384
1,1,2,9147,1,1,128.0,1,3,1,3,3,121.0,1,1,1,1,1,0,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,Enrolled,0,0,1,2,0,0,2,0,3,3,8,0,5,6,5,0,0,5,10,5,3,-0.4303628237699172,-0.3498422194512666,-0.4128431688933185,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.5284099999916505,0.224519618187027,0,10,16,10,12.3,3,0.38698160865077535
1,1,6,9500,1,1,133.0,1,1,1,9,9,119.7,1,1,1,1,1,0,19,0,2,7,8,7,13.08,0,1,8,11,8,12.36,0,12.4,0.5,1.79,Graduate,0,0,2,6,0,0,0,0,9,9,11,2,7,8,7,0,1,8,11,8,0,-0.562167955812708,0.0293236458288757,-0.5026199177718101,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.5036325771161287,0.4087725246938472,3,15,19,15,12.719999999999999,0,0.4741547938108577
1,1,1,9130,1,1,138.0,1,3,19,2,4,131.0,1,0,0,1,1,0,19,0,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,Dropout,0,0,0,1,0,0,2,13,2,4,7,0,6,8,4,0,0,6,14,2,0,-0.562167955812708,0.4084895111090181,0.2777472070950798,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.1980443616513585,0.5316077956983942,0,12,22,6,12.3,0,0.38698160865077535
1,17,1,9003,1,1,126.0,1,37,3,5,2,116.9,0,0,0,1,1,0,19,0,0,6,10,6,13.67,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,Dropout,0,7,0,1,0,0,21,2,5,2,3,0,6,10,6,0,0,6,10,4,0,-0.562167955812708,-0.5015085655633235,-0.6959852230485615,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.6254549062541114,0.3876602124899408,0,12,20,10,12.96,0,0.5239680424737625
2,39,1,9991,0,1,140.0,1,36,14,9,10,130.0,1,0,0,1,1,0,41,0,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Dropout,1,11,0,1,0,0,20,11,9,10,16,0,5,9,4,0,0,5,7,2,0,2.3375449491286897,0.5601558572210751,0.2086881694962399,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.0225376162830784,-0.0441825371354193,0,10,16,6,10.375,0,-0.012562156666270382
1,1,2,9500,1,1,143.0,1,5,5,2,2,137.8,0,0,0,1,1,0,19,0,0,7,10,6,13.49,0,0,8,9,8,12.69,0,12.4,0.5,1.79,Graduate,0,0,2,2,0,0,4,4,2,2,11,0,7,10,6,0,0,8,9,8,0,-0.562167955812708,0.7876553763891605,0.7473486627671915,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.5882887719408286,0.4721094613055667,0,15,19,14,13.09,0,0.5509502188328355
1,43,3,9254,1,1,135.0,1,3,3,2,2,122.1,0,0,0,1,1,0,19,0,0,6,14,3,12.5,0,0,6,9,4,11.0,0,12.7,3.7,-1.7,Enrolled,0,13,1,3,0,0,2,2,2,2,10,0,6,14,3,0,0,6,9,4,0,-0.562167955812708,0.1809899919409327,-0.336878227534595,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.3838750332177728,0.1477475738091851,0,12,23,7,11.75,0,0.27282624713161935
1,7,1,9500,1,3,120.0,1,1,1,7,10,120.0,1,0,0,0,1,0,23,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0,3,0,1,2,0,0,0,7,10,11,0,7,0,0,0,0,8,0,0,0,-0.0349474276415447,-0.9565076038994944,-0.4819022064921583,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-2.1971065163157584,-1.963483646581465,0,15,0,0,0.0,0,-2.165947385323075
1,1,1,9119,1,1,148.0,1,19,38,9,7,133.0,0,0,0,1,1,0,18,0,0,5,12,5,13.29,0,0,5,16,5,14.8,0,12.4,0.5,1.79,Dropout,0,0,0,1,0,0,12,27,9,7,6,0,5,12,5,0,0,5,16,5,0,-0.6939730878554988,1.166821241669303,0.4158652822927594,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.5469930671482919,0.8770819953986826,0,10,28,10,14.045,0,0.7491654374706426
1,1,1,9147,1,1,126.0,1,3,19,3,3,115.2,0,0,0,1,1,0,19,0,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,Graduate,0,0,2,1,0,0,2,13,3,3,8,0,5,6,5,0,0,5,13,5,5,-0.562167955812708,-0.5015085655633235,-0.8133855869665894,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.404522885614041,0.3012916625648689,0,10,19,10,12.2,5,0.36622608837456494
1,44,1,9003,1,39,160.0,1,3,3,2,10,160.0,1,0,0,1,1,0,20,0,0,6,7,6,14.0,0,0,6,7,6,14.67,0,12.4,0.5,1.79,Graduate,0,14,2,1,13,0,2,2,2,10,3,0,6,7,6,0,0,6,7,6,0,-0.4303628237699172,2.076819318341645,2.280459297461435,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.6935928191617966,0.8521310809758839,0,12,14,12,14.335,0,0.8093564462716522
1,39,1,9085,1,1,140.0,1,37,37,90,90,106.3,0,0,1,0,1,0,35,0,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,Dropout,0,11,0,1,0,0,21,26,11,11,5,0,5,7,2,0,0,5,8,2,0,1.546714156871945,0.5601558572210751,-1.4280110215962645,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.1773965092550903,0.0517825183368829,0,10,15,4,11.0,0,0.11715984506004314
